Bobby Robson: More Than a Manager,2018,99 min,"Documentarie International Sports ","Explore the life and times of legendary soccer manager Bobby Robson, whose keen mind for the game was matched only by his devotion to his teams."
Bobby Sands: 66 DayBrendan Byrne,2016,106 min,Documentarie"In 1981, an imprisoned Irish Republican Army soldier went on a hunger strike that galvanized his movement and made him a controversial global icon."
Cahaya Dari Timur Beta Maluku Sasongko,2014,151 min,"Drama International Sports ","After witnessing a child’s death during a violent clash, a former soccer player launches a youth team to help local kids avoid further bloodshed."
Calendar GirlMadhur Bhandarkar,2015,126 min,"Drama International ",Five calendar models try to navigate the twists and turns thrown in their path by the seductive and ruthless world of glamour.
Candyman,1992,99 min,"Cult Horror ","Grad student Helen Lyle unintentionally summons the Candyman, a hook-handed creature made flesh by other people's belief in him."
Capital in the Twenty-First Century,2019,103 min,Documentarie"Based on economist Thomas Piketty's best-selling book, this documentary examines wealth accumulation and its looming social repercussions."
Carol"United Kingdom,2015,119 min,"Drama LGBTQ Romantic ","In the 1950 a glamorous married woman and an aspiring photographer embark on a passionate, forbidden romance that will forever change their lives."
Casa de mi Padre,2012,84 min,ComedieWill Ferrell stars as a Spanish-speaking cowboy in this comedy about a Mexican clan trying to rescue their ranch from greedy creditors.
Catching the Sun,2015,74 min,DocumentarieThis documentary explores the worldwide economics of the burgeoning solar energy industry and its impact on hopeful job seekers in the United States.
Cats & Dogs: The Revenge of Kitty Galore,2010,82 min,"Children & Family Comedies",Cats and dogs must set aside their differences and merge animal instincts when Kitty Galore decides to claw her way to global domination.
Chal Mere Bhai,2000,132 min,"Comedie International Romantic ","When a secretary saves her tycoon boss's life, his family hears wedding bells. Problem i she's already in love – with his younger brother."
Chalay Thay Saath,2017,118 min,"Comedie Drama International ",Beautiful and adventurous doctor Resham meets a handsome Chinese backpacker named Adam while traveling with friends on a journey of self-discovery.
Chaotic Love PoemGarin Nugroho,2016,86 min,"Drama International Romantic ","Spanning the 1970 ‘80s and ‘90 this lyrical love story of two childhood neighbors plays out amidst a rapidly evolving Indonesia."
Chappaquiddick,2017,106 min,DramaSenator Ted Kennedy watches his future unravel in the wake of an infamous car crash as family and allies vie to protect his reputation.
Chicken Kokkachi,2017,113 min,"Comedie International ","In the wake of his sister's marriage, a young middle-class man leaves his village and learns that supporting one's self is easier said than done."
Chitty Chitty Bang Bang"United Kingdom,1968,146 min,"Children & Family Classic Movie Comedies","Quirky inventor Caractacus Potts and his family travel in their magical flying car to Vulgaria, a kingdom strangely devoid of children."
Chronicle of an Escapeán Caetano,2006,104 min,"Drama International Thrillers","Soccer goalie Claudio Tamburrini is kidnapped by the Argentine military. Several months later, he joins other prisoners in planning a daring escape."
Chupan Chupai,2017,118 min,"Comedie International ","The lives of five haples petty criminals careen into madcap disarray when their plan to abduct a wealthy minister’s son goes horribly wrong."
Coach Carter,2005,137 min,"Drama Sports ",Controversial basketball coach Ken Carter puts school before sports and benches his undefeated high school team for poor academic performance.
Colkatay ColumbuSaurav Palodhi,2016,118 min,"Comedie Drama Independent ","When Christopher Columbus mysteriously appears in modern-day Kolkata, India, two struggling young men look to him for advice on achieving success."
Colours of Passion,2008,114 min,"Drama International ","Seeking inspiration, a young 19th-century painter finds a woman who is his love, his muse and his willing subject, but his work becomes controversial."
Contract Varma,2008,116 min,"Action & Adventure, Drama Independent ","Following the death of his wife and daughter in a terrorist attack, an ex-Indian army commando agrees to infiltrate a terrorist cell."
Convict Hashad,2014,97 min,"Drama International ","Sentenced to death for committing rape, a convict navigates his final trying days alongside his allies and enemies in prison."
Cop and a Half: New Recruit,2017,96 min,"Children & Family Comedies",A world-weary detective is forced to team up with a 12-year-old who thinks she's a cop in order to solve a case that's baffled police.
Counterfeiting in Suburbia,2018,88 min,"Drama Thrillers","Two teenagers print counterfeit money in their high school art room, but things go terribly wrong when their debt-ridden teacher becomes suspicious."
Daagdi Chaawl,2015,118 min,"Action & Adventure, Drama International ",A simple man's peaceful life is complicated when an incident brings him in contact with a gangster and launches his journey into the underworld.
Daffedar,2017,151 min,"Drama International ","A retired government worker continues to dedicate himself to public service, but his principled ways soon clash with those of his extravagant sons."
Darra,2016,121 min,"Drama International ","After returning from school and getting married, a popular farmer begins to arouse resentment and jealousy among those around him."
Deadline: Sirf 24 Ghante,2006,97 min,"Independent International Movie Thrillers",A surgeon’s perfect life is rattled when his daughter is taken hostage in their own home and he's given 24 hours to pay a hefty ransom.
Dear Dad,2016,83 min,"Comedie Drama Independent ","A father and son bond on an impromptu road trip over deep conversation unexpected confession strange encounters ... and a drunken escapade."
DemocratCamilla Nielsson,2014,99 min,"Documentarie International ","After Zimbabwe's disputed 2008 election result political enemies are asked to write a new constitution and save their country from a bleak future."
Detention Letter,2017,99 min,"Action & Adventure, International ",A man begins to regret his choices when his brother decides to join him as a member of the same terrorist organization.
Dhamaal,2007,128 min,"Action & Adventure, Comedie International ","Tipped off about buried money in Goa, four ne’er-do-well friends go on the hunt, chased by a police officer who wants the treasure for himself."
Dil Hai Tumhaara,2002,176 min,"Drama International Music & Musicals","The sophisticated son of a powerful businessman falls for a simple, free-spirited girl whose older sister is in love with him."
Disciples Of The 36th Chamber,1985,90 min,"Action & Adventure, International ","Shaolin monk San Te returns to protect a fellow hero with a talent for finding trouble in this action-packed sequel to ""The 36th Chamber of Shaolin."""
Eh Janam Tumhare Lekhe,2015,124 min,"Drama International ","Driven by the lessons he learned from his mother, and the values of the Sikh religion, a man sets out on a mission to serve humanity."
Empire of ScentKim Nguyen,2014,87 min,"Documentarie International ",This documentary explores the extent to which our sense of smell directs our survival instincts and enriches our sensual experiences.
